Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,data,model
0.6806083650190115,0.5703867919024561,0.6205542931657302,0.7365357621431439,0.40304182509505704,9.328265607809928e-20,NA,TCGA,rDTC
0.7110266159695817,0.6149637848666974,0.6521724301759114,0.7650534773462428,0.40304182509505704,5.196538774034837e-24,NA,NS,rDTC
