Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,data,model
0.7756653992395437,0.6997716894977168,0.720383665803956,0.8246183099326363,0.40304182509505704,8.688420761171515e-35,NA,TCGA,SpaceRAT+DTC
0.5551330798479087,0.42381799456979685,0.49283845451007424,0.6161711722239511,0.40304182509505704,4.5968667484880723e-7,NA,NS,SpaceRAT+DTC
